"Plot","Nutrient","Extract","Type","Year","val","Biomass","val.g"
170,"Magnesium","ad","p.Abv",2017,0.0034,241.85,0.82
170,"Calcium","ad","p.Abv",2017,0.014,241.85,3.39
170,"Nitrogen","ad","p.Root0.30cm",2017,0.0114,542.73,6.19
170,"Phosphorus","ad","p.Root0.30cm",2017,0.0014,542.73,0.76
170,"Potassium","ad","p.Root0.30cm",2017,0.0024,542.73,1.3
170,"Magnesium","ad","p.Root0.30cm",2017,0.0016,542.73,0.87
170,"Calcium","ad","p.Root0.30cm",2017,0.0119,542.73,6.46
171,"Nitrogen","ad","p.Abv",2017,0.0092,159.93,1.47
171,"Phosphorus","ad","p.Abv",2017,0.0019,159.93,0.3
171,"Potassium","ad","p.Abv",2017,0.0056,159.93,0.9
171,"Magnesium","ad","p.Abv",2017,0.0029,159.93,0.46
171,"Calcium","ad","p.Abv",2017,0.0096,159.93,1.54
171,"Nitrogen","ad","p.Root0.30cm",2017,0.0099,578.54,5.73
171,"Phosphorus","ad","p.Root0.30cm",2017,0.0019,578.54,1.1
171,"Potassium","ad","p.Root0.30cm",2017,0.0034,578.54,1.97
171,"Magnesium","ad","p.Root0.30cm",2017,0.0014,578.54,0.81
171,"Calcium","ad","p.Root0.30cm",2017,0.0065,578.54,3.76
174,"Nitrogen","ad","p.Abv",2017,0.0098,298.63,2.93
174,"Phosphorus","ad","p.Abv",2017,0.0019,298.63,0.57
174,"Potassium","ad","p.Abv",2017,0.0098,298.63,2.93
174,"Magnesium","ad","p.Abv",2017,0.0023,298.63,0.69
174,"Calcium","ad","p.Abv",2017,0.0096,298.63,2.87
174,"Nitrogen","ad","p.Root0.30cm",2017,0.009,1072.19,9.65
174,"Phosphorus","ad","p.Root0.30cm",2017,0.0014,1072.19,1.5
174,"Potassium","ad","p.Root0.30cm",2017,0.0034,1072.19,3.65
174,"Magnesium","ad","p.Root0.30cm",2017,0.0018,1072.19,1.93
174,"Calcium","ad","p.Root0.30cm",2017,0.0136,1072.19,14.58
175,"Nitrogen","ad","p.Abv",2017,0.0084,297.58,2.5
175,"Phosphorus","ad","p.Abv",2017,0.002,297.58,0.6
175,"Potassium","ad","p.Abv",2017,0.0093,297.58,2.77
175,"Magnesium","ad","p.Abv",2017,0.0025,297.58,0.74
175,"Calcium","ad","p.Abv",2017,0.0082,297.58,2.44
175,"Nitrogen","ad","p.Root0.30cm",2017,0.0077,1258.45,9.69
175,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,1258.45,1.64
175,"Potassium","ad","p.Root0.30cm",2017,0.0035,1258.45,4.4
175,"Magnesium","ad","p.Root0.30cm",2017,0.0015,1258.45,1.89
175,"Calcium","ad","p.Root0.30cm",2017,0.0067,1258.45,8.43
176,"Nitrogen","ad","p.Abv",2017,0.0079,135.04,1.07
176,"Phosphorus","ad","p.Abv",2017,0.0016,135.04,0.22
176,"Potassium","ad","p.Abv",2017,0.0099,135.04,1.34
176,"Magnesium","ad","p.Abv",2017,0.0034,135.04,0.46
176,"Calcium","ad","p.Abv",2017,0.0076,135.04,1.03
176,"Nitrogen","ad","p.Root0.30cm",2017,0.0046,1026.75,4.72
176,"Phosphorus","ad","p.Root0.30cm",2017,0.0014,1026.75,1.44
176,"Potassium","ad","p.Root0.30cm",2017,0.0027,1026.75,2.77
176,"Magnesium","ad","p.Root0.30cm",2017,0.0018,1026.75,1.85
176,"Calcium","ad","p.Root0.30cm",2017,0.0061,1026.75,6.26
177,"Nitrogen","ad","p.Abv",2017,0.0099,308.25,3.05
177,"Phosphorus","ad","p.Abv",2017,0.002,308.25,0.62
177,"Potassium","ad","p.Abv",2017,0.0105,308.25,3.24
177,"Magnesium","ad","p.Abv",2017,0.0023,308.25,0.71
177,"Calcium","ad","p.Abv",2017,0.0081,308.25,2.5
177,"Nitrogen","ad","p.Root0.30cm",2017,0.0062,1221.64,7.57
177,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,1221.64,1.59
177,"Potassium","ad","p.Root0.30cm",2017,0.0031,1221.64,3.79
177,"Magnesium","ad","p.Root0.30cm",2017,0.0013,1221.64,1.59
177,"Calcium","ad","p.Root0.30cm",2017,0.0064,1221.64,7.82
178,"Nitrogen","ad","p.Abv",2017,0.0072,276.22,1.99
178,"Phosphorus","ad","p.Abv",2017,0.0019,276.22,0.52
178,"Potassium","ad","p.Abv",2017,0.0128,276.22,3.54
178,"Magnesium","ad","p.Abv",2017,0.0024,276.22,0.66
178,"Calcium","ad","p.Abv",2017,0.0084,276.22,2.32
178,"Nitrogen","ad","p.Root0.30cm",2017,0.0057,1086.12,6.19
178,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,1086.12,1.41
178,"Potassium","ad","p.Root0.30cm",2017,0.0039,1086.12,4.24
178,"Magnesium","ad","p.Root0.30cm",2017,0.0017,1086.12,1.85
178,"Calcium","ad","p.Root0.30cm",2017,0.0075,1086.12,8.15
185,"Nitrogen","ad","p.Abv",2017,0.0157,91.56,1.44
185,"Phosphorus","ad","p.Abv",2017,0.0027,91.56,0.25
185,"Potassium","ad","p.Abv",2017,0.0052,91.56,0.48
185,"Magnesium","ad","p.Abv",2017,0.003,91.56,0.27
185,"Calcium","ad","p.Abv",2017,0.0102,91.56,0.93
185,"Nitrogen","ad","p.Root0.30cm",2017,0.012,444.3,5.33
185,"Phosphorus","ad","p.Root0.30cm",2017,0.0014,444.3,0.62
185,"Potassium","ad","p.Root0.30cm",2017,0.0015,444.3,0.67
185,"Magnesium","ad","p.Root0.30cm",2017,0.0012,444.3,0.53
185,"Calcium","ad","p.Root0.30cm",2017,0.0095,444.3,4.22
186,"Nitrogen","ad","p.Abv",2017,0.011,373.88,4.11
186,"Phosphorus","ad","p.Abv",2017,0.002,373.88,0.75
186,"Potassium","ad","p.Abv",2017,0.0149,373.88,5.57
186,"Magnesium","ad","p.Abv",2017,0.0022,373.88,0.82
186,"Calcium","ad","p.Abv",2017,0.011,373.88,4.11
186,"Nitrogen","ad","p.Root0.30cm",2017,0.0061,1610.87,9.83
186,"Phosphorus","ad","p.Root0.30cm",2017,0.0015,1610.87,2.42
186,"Potassium","ad","p.Root0.30cm",2017,0.003,1610.87,4.83
186,"Magnesium","ad","p.Root0.30cm",2017,0.0017,1610.87,2.74
186,"Calcium","ad","p.Root0.30cm",2017,0.0071,1610.87,11.44
190,"Nitrogen","ad","p.Abv",2017,0.0076,211.9,1.61
190,"Phosphorus","ad","p.Abv",2017,0.0013,211.9,0.28
190,"Potassium","ad","p.Abv",2017,0.0093,211.9,1.97
190,"Magnesium","ad","p.Abv",2017,0.0053,211.9,1.12
190,"Calcium","ad","p.Abv",2017,0.0123,211.9,2.61
190,"Nitrogen","ad","p.Root0.30cm",2017,0.0116,632.21,7.33
190,"Phosphorus","ad","p.Root0.30cm",2017,0.0017,632.21,1.07
190,"Potassium","ad","p.Root0.30cm",2017,0.0026,632.21,1.64
190,"Magnesium","ad","p.Root0.30cm",2017,0.0017,632.21,1.07
190,"Calcium","ad","p.Root0.30cm",2017,0.0108,632.21,6.83
193,"Nitrogen","ad","p.Abv",2017,0.0075,293.7,2.2
193,"Phosphorus","ad","p.Abv",2017,0.0016,293.7,0.47
193,"Potassium","ad","p.Abv",2017,0.0093,293.7,2.73
193,"Magnesium","ad","p.Abv",2017,0.0024,293.7,0.7
193,"Calcium","ad","p.Abv",2017,0.0088,293.7,2.58
193,"Nitrogen","ad","p.Root0.30cm",2017,0.0063,1372.37,8.65
193,"Phosphorus","ad","p.Root0.30cm",2017,0.001,1372.37,1.37
193,"Potassium","ad","p.Root0.30cm",2017,0.0035,1372.37,4.8
193,"Magnesium","ad","p.Root0.30cm",2017,0.0014,1372.37,1.92
193,"Calcium","ad","p.Root0.30cm",2017,0.0057,1372.37,7.82
197,"Nitrogen","ad","p.Abv",2017,0.0074,175.94,1.3
197,"Phosphorus","ad","p.Abv",2017,0.0017,175.94,0.3
197,"Potassium","ad","p.Abv",2017,0.0089,175.94,1.57
197,"Magnesium","ad","p.Abv",2017,0.0017,175.94,0.3
197,"Calcium","ad","p.Abv",2017,0.0066,175.94,1.16
197,"Nitrogen","ad","p.Root0.30cm",2017,0.0058,956.64,5.55
197,"Phosphorus","ad","p.Root0.30cm",2017,0.0012,956.64,1.15
197,"Potassium","ad","p.Root0.30cm",2017,0.0024,956.64,2.3
197,"Magnesium","ad","p.Root0.30cm",2017,0.0014,956.64,1.34
197,"Calcium","ad","p.Root0.30cm",2017,0.0053,956.64,5.07
199,"Nitrogen","ad","p.Abv",2017,0.0086,254.14,2.19
199,"Phosphorus","ad","p.Abv",2017,0.0016,254.14,0.41
199,"Potassium","ad","p.Abv",2017,0.0088,254.14,2.24
199,"Magnesium","ad","p.Abv",2017,0.002,254.14,0.51
199,"Calcium","ad","p.Abv",2017,0.0068,254.14,1.73
199,"Nitrogen","ad","p.Root0.30cm",2017,0.0061,1045.11,6.38
199,"Phosphorus","ad","p.Root0.30cm",2017,0.0011,1045.11,1.15
199,"Potassium","ad","p.Root0.30cm",2017,0.0027,1045.11,2.82
199,"Magnesium","ad","p.Root0.30cm",2017,0.0013,1045.11,1.36
199,"Calcium","ad","p.Root0.30cm",2017,0.0059,1045.11,6.17
201,"Nitrogen","ad","p.Abv",2017,0.0132,278.34,3.67
201,"Phosphorus","ad","p.Abv",2017,0.0021,278.34,0.58
201,"Potassium","ad","p.Abv",2017,0.0102,278.34,2.84
201,"Magnesium","ad","p.Abv",2017,0.0025,278.34,0.7
201,"Calcium","ad","p.Abv",2017,0.0113,278.34,3.15
201,"Nitrogen","ad","p.Root0.30cm",2017,0.0082,878.16,7.2
201,"Phosphorus","ad","p.Root0.30cm",2017,0.0015,878.16,1.32
201,"Potassium","ad","p.Root0.30cm",2017,0.0031,878.16,2.72
201,"Magnesium","ad","p.Root0.30cm",2017,0.0015,878.16,1.32
201,"Calcium","ad","p.Root0.30cm",2017,0.0128,878.16,11.24
202,"Nitrogen","ad","p.Abv",2017,0.0108,515.22,5.56
202,"Phosphorus","ad","p.Abv",2017,0.0025,515.22,1.29
202,"Potassium","ad","p.Abv",2017,0.0133,515.22,6.85
202,"Magnesium","ad","p.Abv",2017,0.0029,515.22,1.49
202,"Calcium","ad","p.Abv",2017,0.0107,515.22,5.51
202,"Nitrogen","ad","p.Root0.30cm",2017,0.0059,1466.25,8.65
202,"Phosphorus","ad","p.Root0.30cm",2017,0.0014,1466.25,2.05
202,"Potassium","ad","p.Root0.30cm",2017,0.0033,1466.25,4.84
202,"Magnesium","ad","p.Root0.30cm",2017,0.0017,1466.25,2.49
202,"Calcium","ad","p.Root0.30cm",2017,0.0074,1466.25,10.85
205,"Nitrogen","ad","p.Abv",2017,0.0156,149.84,2.34
205,"Phosphorus","ad","p.Abv",2017,0.0024,149.84,0.36
205,"Potassium","ad","p.Abv",2017,0.0083,149.84,1.24
205,"Magnesium","ad","p.Abv",2017,0.0029,149.84,0.43
205,"Calcium","ad","p.Abv",2017,0.016,149.84,2.4
205,"Nitrogen","ad","p.Root0.30cm",2017,0.0121,710.09,8.59
205,"Phosphorus","ad","p.Root0.30cm",2017,0.002,710.09,1.42
205,"Potassium","ad","p.Root0.30cm",2017,0.0031,710.09,2.2
205,"Magnesium","ad","p.Root0.30cm",2017,0.0019,710.09,1.35
205,"Calcium","ad","p.Root0.30cm",2017,0.0163,710.09,11.57
206,"Nitrogen","ad","p.Abv",2017,0.0082,311.23,2.55
206,"Phosphorus","ad","p.Abv",2017,0.0018,311.23,0.56
206,"Potassium","ad","p.Abv",2017,0.0123,311.23,3.83
206,"Magnesium","ad","p.Abv",2017,0.0029,311.23,0.9
206,"Calcium","ad","p.Abv",2017,0.0099,311.23,3.08
206,"Nitrogen","ad","p.Root0.30cm",2017,0.0067,1141.94,7.65
206,"Phosphorus","ad","p.Root0.30cm",2017,0.0011,1141.94,1.26
206,"Potassium","ad","p.Root0.30cm",2017,0.0034,1141.94,3.88
206,"Magnesium","ad","p.Root0.30cm",2017,0.0015,1141.94,1.71
206,"Calcium","ad","p.Root0.30cm",2017,0.0061,1141.94,6.97
208,"Nitrogen","ad","p.Abv",2017,0.0095,323.72,3.08
208,"Phosphorus","ad","p.Abv",2017,0.002,323.72,0.65
208,"Potassium","ad","p.Abv",2017,0.0088,323.72,2.85
208,"Magnesium","ad","p.Abv",2017,0.002,323.72,0.65
208,"Calcium","ad","p.Abv",2017,0.0061,323.72,1.97
208,"Nitrogen","ad","p.Root0.30cm",2017,0.0087,1183.13,10.29
208,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,1183.13,1.54
208,"Potassium","ad","p.Root0.30cm",2017,0.003,1183.13,3.55
208,"Magnesium","ad","p.Root0.30cm",2017,0.0016,1183.13,1.89
208,"Calcium","ad","p.Root0.30cm",2017,0.008,1183.13,9.47
210,"Nitrogen","ad","p.Abv",2017,0.0104,306.19,3.18
210,"Phosphorus","ad","p.Abv",2017,0.0018,306.19,0.55
210,"Potassium","ad","p.Abv",2017,0.0078,306.19,2.39
210,"Magnesium","ad","p.Abv",2017,0.0029,306.19,0.89
210,"Calcium","ad","p.Abv",2017,0.0109,306.19,3.34
210,"Nitrogen","ad","p.Root0.30cm",2017,0.0086,1060.89,9.12
210,"Phosphorus","ad","p.Root0.30cm",2017,0.0015,1060.89,1.59
210,"Potassium","ad","p.Root0.30cm",2017,0.0025,1060.89,2.65
210,"Magnesium","ad","p.Root0.30cm",2017,0.0016,1060.89,1.7
210,"Calcium","ad","p.Root0.30cm",2017,0.0081,1060.89,8.59
211,"Nitrogen","ad","p.Abv",2017,0.016,266.79,4.27
211,"Phosphorus","ad","p.Abv",2017,0.0022,266.79,0.59
211,"Potassium","ad","p.Abv",2017,0.0048,266.79,1.28
211,"Magnesium","ad","p.Abv",2017,0.0023,266.79,0.61
211,"Calcium","ad","p.Abv",2017,0.0096,266.79,2.56
211,"Nitrogen","ad","p.Root0.30cm",2017,0.0147,488.95,7.19
211,"Phosphorus","ad","p.Root0.30cm",2017,0.0023,488.95,1.12
211,"Potassium","ad","p.Root0.30cm",2017,0.0044,488.95,2.15
211,"Magnesium","ad","p.Root0.30cm",2017,0.002,488.95,0.98
211,"Calcium","ad","p.Root0.30cm",2017,0.0114,488.95,5.57
213,"Nitrogen","ad","p.Abv",2017,0.0096,281.77,2.7
213,"Phosphorus","ad","p.Abv",2017,0.0018,281.77,0.51
213,"Potassium","ad","p.Abv",2017,0.0091,281.77,2.56
213,"Magnesium","ad","p.Abv",2017,0.0021,281.77,0.59
213,"Calcium","ad","p.Abv",2017,0.0061,281.77,1.72
213,"Nitrogen","ad","p.Root0.30cm",2017,0.0077,735.44,5.66
213,"Phosphorus","ad","p.Root0.30cm",2017,9e-04,735.44,0.66
213,"Potassium","ad","p.Root0.30cm",2017,0.0026,735.44,1.91
213,"Magnesium","ad","p.Root0.30cm",2017,0.0012,735.44,0.88
213,"Calcium","ad","p.Root0.30cm",2017,0.0084,735.44,6.18
220,"Nitrogen","ad","p.Abv",2017,0.01,249.52,2.5
220,"Phosphorus","ad","p.Abv",2017,0.0021,249.52,0.52
220,"Potassium","ad","p.Abv",2017,0.0114,249.52,2.84
220,"Magnesium","ad","p.Abv",2017,0.0022,249.52,0.55
220,"Calcium","ad","p.Abv",2017,0.0073,249.52,1.82
220,"Nitrogen","ad","p.Root0.30cm",2017,0.0097,992.61,9.63
220,"Phosphorus","ad","p.Root0.30cm",2017,0.0011,992.61,1.09
220,"Potassium","ad","p.Root0.30cm",2017,0.0029,992.61,2.88
220,"Magnesium","ad","p.Root0.30cm",2017,0.0011,992.61,1.09
220,"Calcium","ad","p.Root0.30cm",2017,0.0081,992.61,8.04
223,"Nitrogen","ad","p.Abv",2017,0.0079,110.76,0.88
223,"Phosphorus","ad","p.Abv",2017,9e-04,110.76,0.1
223,"Potassium","ad","p.Abv",2017,0.0108,110.76,1.2
223,"Magnesium","ad","p.Abv",2017,0.0043,110.76,0.48
223,"Calcium","ad","p.Abv",2017,0.0111,110.76,1.23
223,"Nitrogen","ad","p.Root0.30cm",2017,0.007,424.66,2.97
223,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,424.66,0.55
223,"Potassium","ad","p.Root0.30cm",2017,0.0049,424.66,2.08
223,"Magnesium","ad","p.Root0.30cm",2017,0.0021,424.66,0.89
223,"Calcium","ad","p.Root0.30cm",2017,0.0082,424.66,3.48
224,"Nitrogen","ad","p.Abv",2017,0.0074,107.56,0.8
224,"Phosphorus","ad","p.Abv",2017,0.0014,107.56,0.15
224,"Potassium","ad","p.Abv",2017,0.0096,107.56,1.03
224,"Magnesium","ad","p.Abv",2017,9e-04,107.56,0.1
224,"Calcium","ad","p.Abv",2017,0.0068,107.56,0.73
224,"Nitrogen","ad","p.Root0.30cm",2017,0.0068,678.95,4.62
224,"Phosphorus","ad","p.Root0.30cm",2017,0.0011,678.95,0.75
224,"Potassium","ad","p.Root0.30cm",2017,0.0018,678.95,1.22
224,"Magnesium","ad","p.Root0.30cm",2017,0.0011,678.95,0.75
224,"Calcium","ad","p.Root0.30cm",2017,0.005,678.95,3.39
225,"Nitrogen","ad","p.Abv",2017,0.01,229.43,2.29
225,"Phosphorus","ad","p.Abv",2017,0.0017,229.43,0.39
225,"Potassium","ad","p.Abv",2017,0.0091,229.43,2.09
225,"Magnesium","ad","p.Abv",2017,0.002,229.43,0.46
225,"Calcium","ad","p.Abv",2017,0.009,229.43,2.06
225,"Nitrogen","ad","p.Root0.30cm",2017,0.0107,1193.71,12.77
225,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,1193.71,1.55
225,"Potassium","ad","p.Root0.30cm",2017,0.0025,1193.71,2.98
225,"Magnesium","ad","p.Root0.30cm",2017,0.0014,1193.71,1.67
225,"Calcium","ad","p.Root0.30cm",2017,0.0166,1193.71,19.82
227,"Nitrogen","ad","p.Abv",2017,0.0096,348.87,3.35
227,"Phosphorus","ad","p.Abv",2017,0.0018,348.87,0.63
227,"Potassium","ad","p.Abv",2017,0.0145,348.87,5.06
227,"Magnesium","ad","p.Abv",2017,0.0024,348.87,0.84
227,"Calcium","ad","p.Abv",2017,0.0104,348.87,3.63
227,"Nitrogen","ad","p.Root0.30cm",2017,0.007,1212.17,8.49
227,"Phosphorus","ad","p.Root0.30cm",2017,0.0014,1212.17,1.7
227,"Potassium","ad","p.Root0.30cm",2017,0.0039,1212.17,4.73
227,"Magnesium","ad","p.Root0.30cm",2017,0.0015,1212.17,1.82
227,"Calcium","ad","p.Root0.30cm",2017,0.0109,1212.17,13.21
229,"Nitrogen","ad","p.Abv",2017,0.0124,173.31,2.15
229,"Phosphorus","ad","p.Abv",2017,0.0018,173.31,0.31
229,"Potassium","ad","p.Abv",2017,0.0093,173.31,1.61
229,"Magnesium","ad","p.Abv",2017,0.0025,173.31,0.43
229,"Calcium","ad","p.Abv",2017,0.0097,173.31,1.68
229,"Nitrogen","ad","p.Root0.30cm",2017,0.0086,992.18,8.53
229,"Phosphorus","ad","p.Root0.30cm",2017,8e-04,992.18,0.79
229,"Potassium","ad","p.Root0.30cm",2017,0.0021,992.18,2.08
229,"Magnesium","ad","p.Root0.30cm",2017,0.0012,992.18,1.19
229,"Calcium","ad","p.Root0.30cm",2017,0.0092,992.18,9.13
230,"Nitrogen","ad","p.Abv",2017,0.0093,91.65,0.85
230,"Phosphorus","ad","p.Abv",2017,0.0017,91.65,0.16
230,"Potassium","ad","p.Abv",2017,0.0056,91.65,0.51
230,"Magnesium","ad","p.Abv",2017,0.0027,91.65,0.25
230,"Calcium","ad","p.Abv",2017,0.0063,91.65,0.58
230,"Nitrogen","ad","p.Root0.30cm",2017,0.0079,634.81,5.01
230,"Phosphorus","ad","p.Root0.30cm",2017,0.0011,634.81,0.7
230,"Potassium","ad","p.Root0.30cm",2017,0.0022,634.81,1.4
230,"Magnesium","ad","p.Root0.30cm",2017,0.0016,634.81,1.02
230,"Calcium","ad","p.Root0.30cm",2017,0.0054,634.81,3.43
232,"Nitrogen","ad","p.Abv",2017,0.0083,339.2,2.82
232,"Phosphorus","ad","p.Abv",2017,0.0018,339.2,0.61
232,"Potassium","ad","p.Abv",2017,0.0134,339.2,4.55
232,"Magnesium","ad","p.Abv",2017,0.0022,339.2,0.75
232,"Calcium","ad","p.Abv",2017,0.0095,339.2,3.22
232,"Nitrogen","ad","p.Root0.30cm",2017,0.0113,1206.68,13.64
232,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,1206.68,1.57
232,"Potassium","ad","p.Root0.30cm",2017,0.0039,1206.68,4.71
232,"Magnesium","ad","p.Root0.30cm",2017,0.0015,1206.68,1.81
232,"Calcium","ad","p.Root0.30cm",2017,0.008,1206.68,9.65
233,"Nitrogen","ad","p.Abv",2017,0.0108,343.24,3.71
233,"Phosphorus","ad","p.Abv",2017,0.0012,343.24,0.41
233,"Potassium","ad","p.Abv",2017,0.0111,343.24,3.81
233,"Magnesium","ad","p.Abv",2017,0.0044,343.24,1.51
233,"Calcium","ad","p.Abv",2017,0.0128,343.24,4.39
233,"Nitrogen","ad","p.Root0.30cm",2017,0.0096,1263.07,12.13
233,"Phosphorus","ad","p.Root0.30cm",2017,0.0015,1263.07,1.89
233,"Potassium","ad","p.Root0.30cm",2017,0.0042,1263.07,5.3
233,"Magnesium","ad","p.Root0.30cm",2017,0.0018,1263.07,2.27
233,"Calcium","ad","p.Root0.30cm",2017,0.0108,1263.07,13.64
234,"Nitrogen","ad","p.Abv",2017,0.0077,235.4,1.81
234,"Phosphorus","ad","p.Abv",2017,0.0016,235.4,0.38
234,"Potassium","ad","p.Abv",2017,0.008,235.4,1.88
234,"Magnesium","ad","p.Abv",2017,0.002,235.4,0.47
234,"Calcium","ad","p.Abv",2017,0.0075,235.4,1.77
234,"Nitrogen","ad","p.Root0.30cm",2017,0.0115,893.72,10.28
234,"Phosphorus","ad","p.Root0.30cm",2017,0.0017,893.72,1.52
234,"Potassium","ad","p.Root0.30cm",2017,0.0043,893.72,3.84
234,"Magnesium","ad","p.Root0.30cm",2017,0.001,893.72,0.89
234,"Calcium","ad","p.Root0.30cm",2017,0.0064,893.72,5.72
235,"Nitrogen","ad","p.Abv",2017,0.0093,316.75,2.95
235,"Phosphorus","ad","p.Abv",2017,0.0019,316.75,0.6
235,"Potassium","ad","p.Abv",2017,0.0106,316.75,3.36
235,"Magnesium","ad","p.Abv",2017,0.0018,316.75,0.57
235,"Calcium","ad","p.Abv",2017,0.0085,316.75,2.69
235,"Nitrogen","ad","p.Root0.30cm",2017,0.0071,1314.87,9.34
235,"Phosphorus","ad","p.Root0.30cm",2017,9e-04,1314.87,1.18
235,"Potassium","ad","p.Root0.30cm",2017,0.003,1314.87,3.94
235,"Magnesium","ad","p.Root0.30cm",2017,9e-04,1314.87,1.18
235,"Calcium","ad","p.Root0.30cm",2017,0.0064,1314.87,8.42
236,"Nitrogen","ad","p.Abv",2017,0.0087,236.37,2.06
236,"Phosphorus","ad","p.Abv",2017,0.0016,236.37,0.38
236,"Potassium","ad","p.Abv",2017,0.0071,236.37,1.68
236,"Magnesium","ad","p.Abv",2017,0.0021,236.37,0.5
236,"Calcium","ad","p.Abv",2017,0.0078,236.37,1.84
236,"Nitrogen","ad","p.Root0.30cm",2017,0.0065,1032.28,6.71
236,"Phosphorus","ad","p.Root0.30cm",2017,8e-04,1032.28,0.83
236,"Potassium","ad","p.Root0.30cm",2017,0.0026,1032.28,2.68
236,"Magnesium","ad","p.Root0.30cm",2017,0.001,1032.28,1.03
236,"Calcium","ad","p.Root0.30cm",2017,0.0068,1032.28,7.02
237,"Nitrogen","ad","p.Abv",2017,0.0092,75.79,0.7
237,"Phosphorus","ad","p.Abv",2017,0.0019,75.79,0.14
237,"Potassium","ad","p.Abv",2017,0.0069,75.79,0.52
237,"Magnesium","ad","p.Abv",2017,0.0019,75.79,0.14
237,"Calcium","ad","p.Abv",2017,0.0053,75.79,0.4
237,"Nitrogen","ad","p.Root0.30cm",2017,0.0088,295.25,2.6
237,"Phosphorus","ad","p.Root0.30cm",2017,0.0015,295.25,0.44
237,"Potassium","ad","p.Root0.30cm",2017,0.0026,295.25,0.77
237,"Magnesium","ad","p.Root0.30cm",2017,0.0013,295.25,0.38
237,"Calcium","ad","p.Root0.30cm",2017,0.0067,295.25,1.98
239,"Nitrogen","ad","p.Abv",2017,0.0095,412.4,3.92
239,"Phosphorus","ad","p.Abv",2017,0.0022,412.4,0.91
239,"Potassium","ad","p.Abv",2017,0.016,412.4,6.6
239,"Magnesium","ad","p.Abv",2017,0.0026,412.4,1.07
239,"Calcium","ad","p.Abv",2017,0.0141,412.4,5.81
239,"Nitrogen","ad","p.Root0.30cm",2017,0.0074,1509.45,11.17
239,"Phosphorus","ad","p.Root0.30cm",2017,0.0012,1509.45,1.81
239,"Potassium","ad","p.Root0.30cm",2017,0.0046,1509.45,6.94
239,"Magnesium","ad","p.Root0.30cm",2017,0.0013,1509.45,1.96
239,"Calcium","ad","p.Root0.30cm",2017,0.0105,1509.45,15.85
242,"Nitrogen","ad","p.Abv",2017,0.0093,307.19,2.86
242,"Phosphorus","ad","p.Abv",2017,0.0018,307.19,0.55
242,"Potassium","ad","p.Abv",2017,0.0137,307.19,4.21
242,"Magnesium","ad","p.Abv",2017,0.0027,307.19,0.83
242,"Calcium","ad","p.Abv",2017,0.0108,307.19,3.32
242,"Nitrogen","ad","p.Root0.30cm",2017,0.0119,1190.09,14.16
242,"Phosphorus","ad","p.Root0.30cm",2017,0.0014,1190.09,1.67
242,"Potassium","ad","p.Root0.30cm",2017,0.0032,1190.09,3.81
242,"Magnesium","ad","p.Root0.30cm",2017,0.0016,1190.09,1.9
242,"Calcium","ad","p.Root0.30cm",2017,0.0118,1190.09,14.04
253,"Nitrogen","ad","p.Abv",2017,0.0099,371.14,3.67
253,"Phosphorus","ad","p.Abv",2017,0.0018,371.14,0.67
253,"Potassium","ad","p.Abv",2017,0.0146,371.14,5.42
253,"Magnesium","ad","p.Abv",2017,0.0029,371.14,1.08
253,"Calcium","ad","p.Abv",2017,0.0112,371.14,4.16
253,"Nitrogen","ad","p.Root0.30cm",2017,0.0102,1147.27,11.7
253,"Phosphorus","ad","p.Root0.30cm",2017,0.0013,1147.27,1.49
253,"Potassium","ad","p.Root0.30cm",2017,0.0032,1147.27,3.67
253,"Magnesium","ad","p.Root0.30cm",2017,0.0015,1147.27,1.72
253,"Calcium","ad","p.Root0.30cm",2017,0.0085,1147.27,9.75
257,"Nitrogen","ad","p.Abv",2017,0.0101,370.25,3.74
257,"Phosphorus","ad","p.Abv",2017,0.0019,370.25,0.7
257,"Potassium","ad","p.Abv",2017,0.0149,370.25,5.52
257,"Magnesium","ad","p.Abv",2017,0.0022,370.25,0.81
257,"Calcium","ad","p.Abv",2017,0.0106,370.25,3.92
257,"Nitrogen","ad","p.Root0.30cm",2017,0.0098,1107.44,10.85
257,"Phosphorus","ad","p.Root0.30cm",2017,0.0012,1107.44,1.33
257,"Potassium","ad","p.Root0.30cm",2017,0.0036,1107.44,3.99
257,"Magnesium","ad","p.Root0.30cm",2017,0.0013,1107.44,1.44
257,"Calcium","ad","p.Root0.30cm",2017,0.0075,1107.44,8.31
259,"Nitrogen","ad","p.Abv",2017,0.011,229.86,2.53
259,"Phosphorus","ad","p.Abv",2017,0.0018,229.86,0.41
259,"Potassium","ad","p.Abv",2017,0.0087,229.86,2
259,"Magnesium","ad","p.Abv",2017,0.0017,229.86,0.39
259,"Calcium","ad","p.Abv",2017,0.0075,229.86,1.72
259,"Nitrogen","ad","p.Root0.30cm",2017,0.0083,1172.19,9.73
259,"Phosphorus","ad","p.Root0.30cm",2017,0.001,1172.19,1.17
259,"Potassium","ad","p.Root0.30cm",2017,0.0019,1172.19,2.23
